Zip Code,Population,Total_female_population,Actual_Mean_Income,Land_area,Housing Unit,Latitude,Longitude
12833,4401,3451,43365,91286323,1833,43.15,-73.8408957
12834,6594,2058,63160,224494051,2914,43.0942129,-73.500556
12835,2603,3237,54380,252273569,2865,43.3327453,-74.0063365
12836,574,1087,49631,113827959,731,43.7123398,-73.6055916
12837,857,336,49134,38317817,367,43.4764451,-73.2556007
12838,608,536,41983,13159674,262,43.3290688,-73.4049493
12839,13588,247,51815,84244822,5899,43.3544863,-73.5539533
12841,77,6805,47627,43945319,326,43.6055946,-73.5334291
12842,1166,62,121108,491170981,1499,43.7383455,-74.3670579
12843,600,492,37534,151715893,421,43.5651037,-73.9727479
12844,199,224,39820,7089980,352,43.4893962,-73.621194
12845,4842,131,87118,114704533,3744,43.4240478,-73.7127399
12846,3298,2453,65663,150632234,2106,43.345954,-73.789719
12847,605,1629,46030,1141125958,1316,44.0083839,-74.6092313
12849,385,192,44073,7043412,159,43.4495668,-73.2983201
12850,2835,142,N,121116231,1390,43.1026159,-73.981441
12851,366,1485,67900,287843673,350,43.8418908,-74.0344674
12852,436,87,45910,316595914,692,43.9361894,-74.1636974
12853,1770,243,44413,225188658,1230,43.6577858,-74.0650368
12855,259,677,37804,471847623,300,44.02701,-73.7580526
12856,187,94,39558,164699955,261,43.6659402,-74.142961
12857,498,103,N,111194421,494,43.8195634,-73.8906197
12858,59,292,46508,25343723,288,43.9089331,-73.6757803
12859,2220,31,N,57024807,899,43.1718751,-73.9208721
12860,748,1138,54267,41666976,510,43.7570027,-73.8433476
12861,609,261,41814,84928002,674,43.7468866,-73.4175272
12862,17,374,57036,6029642,29,43.6854025,-73.9103208
12863,533,0,-,9307447,247,43.0603774,-73.9319039
12864,36,209,54831,540542,150,43.7273104,-74.3054422
12865,3663,5,N,187378618,1819,43.2141586,-73.3474507
12866,36915,1829,45899,173572752,17843,43.0737153,-73.7402363
12870,1509,19560,82037,276867285,1765,43.8300564,-73.7612222
12871,4084,519,50317,77071744,1764,43.0885687,-73.612965
12872,31,2196,58122,790310,60,43.8746558,-73.7344175
12873,736,31,N,54696406,406,43.1174512,-73.3116462
12874,142,325,45359,55472480,410,43.6905604,-73.5497464
12878,719,80,N,221646020,565,43.4150247,-74.0274499
12883,5025,339,45599,206813734,2900,43.8366231,-73.5528049
12884,486,2580,53476,1290125,201,43.0883964,-73.5912911
12885,4602,160,41850,186019419,2463,43.5230523,-73.806561
12886,269,2160,48138,37497688,195,43.6827037,-73.9346603
12887,4972,124,52104,216721070,2391,43.5367603,-73.3657984
12901,33439,2420,43878,196711665,14456,44.7040212,-73.4711483
12903,1217,16925,48569,1496374,649,44.680303,-73.4458831
12910,2148,615,49729,168194247,874,44.8550306,-73.636413
12911,36,818,47259,224627,19,44.5214398,-73.4608053
12912,1998,6,N,234063678,1241,44.48095,-73.7724959
12913,1157,1248,51177,70246208,646,44.4300974,-74.0022117
12914,1044,614,44997,82617750,421,44.9274191,-74.6029416
12916,2135,551,52102,107389627,935,44.8340515,-74.5156646
12917,1403,1166,41149,111572726,609,44.9276383,-74.1789087
12918,2381,578,45909,101768931,1023,44.7007362,-73.676657
12919,3037,1127,46136,99475036,1514,44.9645348,-73.4470816
12920,2842,1595,40855,240332312,1544,44.8827685,-74.0660116
12921,2410,1165,52489,86036723,1194,44.8913365,-73.4380734
12922,65,1366,59845,113875937,150,44.2866138,-74.7021138
12923,632,19,53838,135679160,344,44.9603108,-73.9394248
12924,158,271,47034,7051378,75,44.4813537,-73.5806174
12926,2208,46,N,125565670,999,44.9508174,-74.3289971
12927,224,907,46442,286462874,580,44.2073263,-74.8097029
12928,2028,96,N,195534606,1117,43.9638477,-73.5833012
12929,3938,917,53189,3083885,510,44.7200268,-73.7192341
12930,634,419,43578,93669930,367,44.7204575,-74.543229
12932,1236,360,44966,165054727,806,44.2148799,-73.6102001
12933,17,667,46209,70856,7,44.8909939,-73.8453405
12934,1074,12,N,152424209,506,44.8753114,-73.8737529
12935,1748,520,50226,255406522,960,44.8446568,-73.796933
12936,599,748,50908,79797317,539,44.2850615,-73.4014495
12937,1572,296,53321,84759742,718,44.9608471,-74.478455
12939,205,859,44549,10712786,97,44.4329549,-74.1608277
12941,1428,95,N,104831845,941,44.3484577,-73.7056672
12942,646,728,42789,137102053,589,44.2325628,-73.8275786
12943,459,447,46041,266782108,603,44.1227579,-73.8835165
12944,4080,154,44363,233415227,2151,44.4423673,-73.5147512
12945,638,2115,44047,86008134,611,44.3090909,-74.2404396
12946,5492,312,N,335263968,3694,44.2061128,-74.0462805
12950,929,2636,55737,122090752,425,44.3183691,-73.5812456
12952,546,343,38496,74692925,392,44.7083178,-73.9056595
12953,15836,291,46591,544978529,5610,44.7451882,-74.2601125
12955,381,5866,55200,79475690,361,44.8066497,-73.9704214
12956,1259,212,54786,23339134,547,44.0976125,-73.4813335
12957,1726,585,37919,82758629,791,44.8483235,-74.5746042
12958,1929,895,43967,96217850,864,44.9608553,-73.5721779
12959,1369,1075,46477,100049168,636,44.9523511,-73.7199118
12960,1148,636,41469,78741370,538,44.015756,-73.5723479
12961,180,581,44637,10361538,88,44.057111,-73.5495392
12962,5499,116,N,111388378,2283,44.7013907,-73.6054385
12964,161,2948,57724,89349554,140,44.1259194,-73.6267208
12965,516,82,N,24695575,226,44.703456,-74.6852892
12966,2915,242,44905,223147842,1305,44.7988935,-74.4186855
12967,1223,1527,40924,97402414,495,44.7749214,-74.6575657
12969,423,560,43154,255505860,549,44.7108795,-74.098205
12970,963,214,44312,130223819,296,44.4781362,-74.3075144
12972,6364,337,27789,214262312,2619,44.5540807,-73.5692958
12973,187,2673,56479,92427930,136,44.2876768,-74.5947059
12974,1599,88,46477,20815331,838,44.0601413,-73.4648313
12975,265,735,60245,7385720,170,44.5290909,-73.4305364
12976,260,122,73142,99378671,246,44.5204748,-74.2135932
12977,1753,98,65568,23166590,61,44.2770149,-74.0729709
12978,403,39,N,6769081,161,44.6163595,-73.8087117
12979,2304,219,N,8804362,1175,44.9916534,-73.3733731
12980,1304,1177,56731,662489149,1259,44.5638514,-74.524079
12981,2253,592,53430,274546708,1080,44.6270968,-73.8458504
12983,7494,1250,57669,545251438,4840,44.28642,-74.171593
12985,1072,3765,49157,143316060,481,44.5607093,-73.7389667
12986,6120,658,43995,585953923,3741,44.2260105,-74.4809307
12987,201,3070,50132,16055169,142,44.3208413,-73.75346
12989,1010,165,N,382676633,863,44.5201067,-74.0697702
12992,4778,465,46018,164634896,2046,44.8174511,-73.5176981
12993,1623,2541,50548,186644554,1197,44.2113454,-73.4762211
12996,2086,721,52791,131811853,1650,44.3552791,-73.4480529
12997,1239,1006,46757,168962963,827,44.3727983,-73.892043
12998,526,649,51664,31177925,262,44.0778003,-73.5765454
13020,150,166,N,1211234,54,42.8164241,-76.074504
13021,39506,20,N,311324723,18525,42.9222792,-76.5585392
13024,1733,19826,53842,107576,0,42.9345957,-76.5742317
13026,1914,0,43641,72911005,917,42.7440427,-76.6522662
13027,31637,877,54726,176272751,13717,43.1664373,-76.3643448
13028,1350,16208,64968,48400493,817,43.3011873,-75.9268348
13029,7109,739,47036,45892381,2999,43.2259423,-76.1513425
13030,3892,3593,65527,34495568,1845,43.152233,-75.9626953
13031,15551,1696,52760,62949560,6730,43.0444643,-76.3102856
13032,12790,8039,65221,211148666,5785,43.0816287,-75.7660501
13033,3556,6315,49825,159671235,1492,43.1884941,-76.5626259
13034,1989,1849,49970,62926173,1089,42.9619863,-76.7111894
13035,8617,981,57572,193709202,3542,42.9408558,-75.8301467
13036,8680,4459,79104,126354465,3723,43.3092563,-76.1667746
13037,8897,4481,50785,105984908,3727,43.0623026,-75.855983
13039,17537,4499,56133,58521744,6805,43.172142,-76.056249
13040,2758,9174,66576,248912987,1313,42.5596492,-75.9307608
13041,10705,1285,41353,47296860,3992,43.192089,-76.192302
13042,2356,5992,61979,86798635,1265,43.2604503,-75.8525802
13044,2512,1295,46887,71937295,1090,43.2912491,-75.996241
13045,30112,1142,52829,276033075,12112,42.5738073,-76.2021023
13051,153,15477,48217,610483,71,42.8767251,-75.9086386
13052,1679,87,N,125504924,1104,42.7123098,-75.8651937
13053,5015,757,47288,85939700,2084,42.4795744,-76.2679186
13054,1582,2476,64371,57244069,633,43.1693516,-75.666823
13057,14992,976,43638,72130925,6828,43.1019546,-76.0379192
13060,2806,7691,50143,41419807,1191,43.0228619,-76.4118724
13061,1040,1493,52577,67308609,754,42.871851,-75.7620815
13062,173,466,47330,467202,87,42.4840947,-76.3843763
13063,1898,131,N,90064298,719,42.8478488,-75.9779606
13064,64,932,55041,459975,122,43.3289957,-76.7119146
13066,12390,19,N,38779103,5551,43.032475,-76.0006673
13068,5368,6508,96508,132436583,2281,42.4924307,-76.3591991
13069,24931,2887,51964,277685461,10482,43.3292776,-76.3806576
13071,1023,12434,47958,64278146,430,42.6751032,-76.542586
13072,1123,437,44146,121858807,482,42.7622103,-75.7639888
13073,6423,277,41616,142190941,2620,42.58367,-76.3879231
13074,4488,3040,53320,109971697,1808,43.3109165,-76.5498428
13076,2393,2234,45598,39649587,918,43.3537167,-76.1493189
13077,6735,1078,51179,182750477,2948,42.7279725,-76.2110425
13078,9866,3516,46762,100804191,3759,42.9584843,-76.0610773
13080,3631,5063,101200,72665577,1772,43.0932101,-76.4852579
13081,1169,1798,47960,75001738,671,42.6736171,-76.6271522
13082,4871,492,70280,61047647,2099,43.1027302,-75.9598885
13083,1809,2552,53800,150207362,825,43.6459718,-75.9786764
13084,4409,871,50083,111384869,1876,42.8805412,-76.1244744
13087,168,1922,53318,529334,102,42.7085969,-76.1540501
13088,22156,72,N,20613882,10664,43.112421,-76.1894574
13090,30124,11627,51485,38997883,12364,43.1530836,-76.2124024
13092,2606,15259,57853,125679340,1097,42.6545632,-76.4192954
13101,2508,1344,50144,101286914,1059,42.5891254,-76.0560067
13102,85,1126,44208,150735,42,42.5503044,-76.2920022
13103,326,8,N,885765,118,43.3257595,-76.1095444
13104,15567,199,N,122382149,6296,42.9630302,-75.9484391
13108,6175,7998,108204,75560615,2557,42.9648446,-76.3311132
13110,2338,3019,63147,63645837,1274,42.8953976,-76.2803643
13111,1700,1119,61420,68911379,689,43.2584882,-76.6142638
13112,1973,732,46751,52456428,837,43.1062656,-76.4172392
13113,287,1026,51658,1345153,103,43.1626504,-76.5386227
13114,6356,155,48228,162872189,2848,43.4657056,-76.244786
13115,224,3279,49256,1200818,99,43.3986455,-76.4787793
13116,3457,35,N,3421058,1457,43.0747968,-76.0079468
13117,188,1997,54897,2109606,85,43.0092994,-76.7075078
13118,6382,155,47473,265442135,2853,42.755585,-76.3872778
13120,2328,2670,48701,44284159,1066,42.93317,-76.1751462
13122,1174,1064,49701,48432164,453,42.8411824,-75.8565048
13123,314,817,52134,6128027,170,43.233564,-75.7690679
13124,124,316,N,12135105,74,42.6610738,-75.8236041
13126,37205,24,45611,260997454,15047,43.4387975,-76.457454
13131,3895,18335,55608,137091413,1580,43.4232426,-76.0918018
13132,4244,1912,45422,61449007,1780,43.2719272,-76.2510456
13134,119,1694,51462,213790,51,42.9673679,-75.6846776
13135,6617,120,N,82736732,2785,43.2536866,-76.3143752
13136,534,3311,54643,48279592,286,42.6140979,-75.8447882
13138,61,188,39646,102864,25,42.8990867,-76.0146336
13140,4488,0,-,135382944,1957,43.0603812,-76.6502736
13141,596,2347,42602,33939704,284,42.7524945,-76.1856968
13142,6451,305,45551,182678294,3449,43.5548992,-76.1378721
13143,2873,3063,47522,111879849,1199,43.2357878,-76.7147926
13144,1531,1259,41857,99528004,843,43.5687467,-75.9770226
13145,1926,901,45846,43217548,1238,43.650319,-76.1191408
13146,2443,1036,46559,140845258,960,43.0856451,-76.7501908
13147,1281,1019,45925,92942861,506,42.7754061,-76.569608
13148,10750,611,62606,155557345,5188,42.914872,-76.7834337
13152,7941,5342,55706,167464813,4281,42.8908395,-76.3726196
13153,399,4187,105306,2316193,167,42.9965569,-76.4536274
13155,663,172,N,52969188,327,42.6745458,-75.7767261
13156,2000,286,37706,77622264,1315,43.3259942,-76.6613042
13157,695,1003,50078,1436842,754,43.2066518,-75.7214313
13158,1855,344,39990,184818311,815,42.6969352,-75.951068
13159,5184,722,47546,202266690,2238,42.8027683,-76.1117693
13160,2027,2462,62192,55111472,946,42.8275983,-76.6489043
13162,385,972,48959,4552385,325,43.1850454,-75.7147412
13163,339,225,N,1372678,146,43.0796788,-75.7105224
13164,2338,177,42731,27779643,852,43.0968908,-76.3125777
13165,10741,1207,59964,176074241,4640,42.9166394,-76.883297
13166,5610,5701,47535,105720651,2354,43.0719222,-76.5568205
13167,3342,2709,52101,88385560,1479,43.3264208,-76.06026
13202,5438,1472,48910,2583576,2594,43.0437814,-76.1506388
13203,16029,2676,62565,4402313,8328,43.061111,-76.1349242
13204,19931,8712,54091,11416575,9681,43.0508168,-76.1774726
13205,19201,10062,41826,8934477,8693,43.0052765,-76.1420296
13206,16443,9864,43844,10226509,8401,43.0734658,-76.1058201
13207,13897,8602,44628,8003301,6070,43.0128678,-76.1634015
13208,22854,7060,48501,10810716,10211,43.0787683,-76.1452292
13209,13243,11904,42600,32949932,6104,43.0685024,-76.2242507
13210,27606,6798,47066,11826334,8905,43.0311885,-76.1270214
13211,6517,15047,54283,12198995,2820,43.1035725,-76.1194842
13212,20356,3404,39699,27434413,9118,43.1296974,-76.1301544
13214,8793,10836,55251,9467889,3327,43.0387089,-76.0755913
13215,15245,4733,65537,87896162,5653,42.9807929,-76.2233857
13219,15363,8207,73283,12845078,6781,43.0412663,-76.2241952
13224,8891,7936,55920,7716206,3968,43.0371625,-76.1028996
13290,0,4388,61527,628183,0,43.0691355,-76.173017
13301,98,0,-,6327547,147,43.4160499,-75.2181751
13302,1610,39,N,114374628,954,43.4981099,-75.9650678
13303,1153,801,44442,91659582,529,43.3674145,-75.4682123
13304,1684,553,50770,45027709,764,43.24388,-75.1602866
13305,293,820,76052,2484758,111,43.8922889,-75.4211714
13308,3625,237,52070,100115979,1627,43.2512658,-75.657668
13309,5889,1310,44454,376736298,2818,43.4520051,-75.3554434
13310,624,2820,47344,19620637,302,42.88962,-75.5715448
13312,331,341,35544,165097466,714,43.6970769,-75.1947006
13313,526,223,51696,5829804,230,42.8802211,-75.2729019
13314,443,272,38956,10036669,193,42.8165329,-75.3191037
13315,1419,240,58221,127161872,718,42.7441435,-75.1436113
13316,6460,762,40596,420190728,3021,43.418917,-75.73974
13317,3784,3231,42655,119453916,1722,42.8540953,-74.5908355
13318,1325,2092,44824,65741288,522,42.9201816,-75.2615381
13319,1079,631,48529,2295989,461,43.0264357,-75.2669251
13320,2018,482,29322,199072520,1190,42.7778052,-74.7407984
13321,1049,1129,45337,2089622,527,43.0877788,-75.3706351
13322,1076,607,43068,31461243,574,42.9543453,-75.2016568
13323,11323,379,42271,98527749,4459,43.039976,-75.3793664
13324,2149,5846,64558,309102925,1438,43.3258784,-74.966657
13325,866,1039,44383,200439390,619,43.5828288,-75.5270915
13326,5561,481,54509,247054484,3414,42.7225107,-74.8953708
13327,2056,2720,64062,345561793,1217,43.9729293,-75.2623088
13328,1267,979,42692,41087158,548,42.9850957,-75.4290266
13329,3889,658,51223,137117675,1905,43.1109788,-74.7035102
13331,189,2158,43625,208926889,919,43.8663106,-74.8808843
13332,2460,86,N,127381600,1149,42.7641873,-75.5817645
13333,62,1400,43121,4404887,30,42.8369947,-74.8186441
13334,1374,26,N,75341782,846,42.8270395,-75.6564267
13335,1590,451,58189,98817757,686,42.70226,-75.2482239
13337,790,722,47174,47908553,438,42.757804,-74.9995446
13338,1206,318,81236,629607816,1567,43.5103794,-74.9823469
13339,6941,533,46788,280178936,2943,42.9368964,-74.6586598
13340,8205,3063,39099,149893995,3499,43.0616416,-75.1285696
13341,102,4158,46769,476975,40,43.0360865,-75.3968906
13342,165,83,N,20565960,88,42.6541428,-75.1952339
13343,1658,98,48120,145505915,1164,43.7512386,-75.3114999
13345,177,920,49033,12791341,93,43.6871082,-75.3212539
13346,6735,84,51652,97926856,2413,42.8185035,-75.542907
13348,1469,3207,68186,95759954,760,42.7099816,-75.0669261
13350,10093,627,49291,78789789,4568,43.0611604,-75.0006182
13352,65,5108,41652,434504,33,43.3133372,-75.1162076
13353,86,121,N,512594477,289,43.4473261,-74.6946183
13354,3342,8,N,134889972,1369,43.2650927,-75.2684967
13355,905,1624,50303,75387380,381,42.8098408,-75.4304344
13357,11096,435,38517,81693149,4885,42.970962,-75.0811828
13360,333,5639,44485,159703716,1010,43.7217896,-74.7148359
13361,824,191,55978,73361022,328,42.9043518,-74.8675596
13362,60,396,41241,714898,21,42.9821779,-75.5220029
13363,2315,95,N,54876360,999,43.324528,-75.5131086
13364,243,1137,47611,7656967,111,42.8049768,-75.2610705
13365,8906,37,N,347301945,4424,43.1256895,-74.853291
13367,8830,4327,47643,1174248862,4313,43.7577313,-75.5327085
13368,1118,4330,55125,118061419,632,43.6384835,-75.286787
13402,1534,628,48307,65747343,714,42.892391,-75.5005144
13403,7372,838,43375,69169426,1697,43.1645327,-75.2676447
13404,236,2397,64320,7631020,93,43.7363853,-75.4717583
13406,725,109,43250,28257173,338,43.1345145,-74.9248887
13407,5453,333,66601,140608069,2451,42.9687985,-74.9505898
13408,4280,2651,48311,97444354,1188,42.9229489,-75.6767488
13409,2374,2111,45746,89291631,982,42.9764614,-75.5951386
13410,241,1295,43403,256023,108,42.9311744,-74.6125198
13411,3264,108,35219,177298507,1627,42.6337893,-75.3064571
13413,16135,1722,44200,51509884,7198,43.0603556,-75.2794199
13415,77,8852,79814,5125170,50,42.5964888,-75.1984732
13416,2271,44,N,134693576,1021,43.1873904,-74.9705658
13417,3305,1182,49606,3377612,1851,43.1009653,-75.2937925
13418,255,1970,45109,13509603,106,42.8457038,-75.3804597
13420,1266,154,N,563552446,2782,43.7177682,-74.9841472
13421,14125,716,41371,108799052,6209,43.0619154,-75.6600922
13424,2725,7012,50231,28871889,948,43.1523677,-75.3652151
13425,1970,1064,47119,66154982,857,42.9647932,-75.4870603
13428,1635,1082,49997,40884211,704,42.9150708,-74.546238
13431,2069,1035,45399,95460191,841,43.2090815,-75.0733281
13433,1820,920,53560,112948222,852,43.589518,-75.2424171
13435,286,1039,39115,539473,126,43.3049812,-75.1507722
13436,108,138,51537,99291384,582,43.8110231,-74.666226
13437,460,18,36027,248962713,721,43.5803067,-75.8038595
13438,3789,210,42431,222255886,2123,43.3541375,-75.1596134
13439,3950,1783,54059,223035886,2337,42.8573164,-74.9952753
13440,42986,1846,43741,292348383,18723,43.2157713,-75.4617785
13441,51,20497,51515,9300659,15,43.2263767,-75.4082481
13450,104,25,N,6166082,59,42.7019254,-74.8102976
13452,4629,37,N,197621769,2096,43.0430559,-74.6304701
13454,826,2240,43683,111497849,381,43.2198348,-74.7576996
13456,4164,401,40396,72707011,1733,43.0000287,-75.2554955
13459,2222,1968,67572,131861852,1091,42.7750053,-74.5886737
13460,4429,1142,45908,185181562,2039,42.6870372,-75.4428422
13461,3083,2258,46728,6004726,1392,43.070467,-75.5991255
13464,1189,1567,63960,99315539,592,42.6879727,-75.6157878
13468,451,661,48798,25191145,229,42.8482541,-74.8519245
13469,847,255,46616,10402989,332,43.2148283,-75.302367
13470,725,534,58727,173305539,607,43.2096509,-74.610052
13471,3540,329,57644,243048481,1462,43.3575967,-75.5773973
13472,310,1718,39599,37411807,389,43.6974112,-75.0678361
13473,766,27,N,119488091,463,43.6429409,-75.4463755
13475,28,275,48480,39136,16,42.8937414,-74.8305294
13476,3032,34,N,55311988,1364,43.0875025,-75.5095141
13477,1452,1728,56308,52448071,593,43.032894,-75.5129481
13478,3083,861,55027,92687502,1286,43.1440125,-75.5818973
13480,3532,1316,44991,139209433,1492,42.9178557,-75.3631633
13483,256,1779,46165,17921423,118,43.3973355,-75.8260608
13484,176,118,37783,6604476,74,42.8663247,-75.6591905
13485,1132,140,N,114400134,545,42.7875277,-75.3152237
13486,815,546,46813,76274708,368,43.345147,-75.3445989
13488,98,343,54403,10837468,77,42.6886379,-74.750589
13489,658,48,N,110591130,316,43.4607737,-75.5524629
13490,1361,333,45366,30647149,549,43.11008,-75.4265106
13491,3641,891,64542,187384011,1607,42.8641347,-75.1681327
13492,11596,1753,49327,39055977,5173,43.114604,-75.3376798
13493,2070,6196,56508,193054522,945,43.4328431,-75.8975089
13494,314,873,40154,45348993,608,43.532529,-75.1412878
13495,2144,144,62102,2260355,1037,43.1108895,-75.2774969
13501,38546,1087,47624,22659189,16932,43.081283,-75.2258335
13502,33257,19871,46773,139242008,15249,43.1412641,-75.1547072
13601,38158,16258,42839,364423614,16971,43.9688922,-75.9065013
13602,3881,18843,47416,25250353,120,44.066533,-75.778311
13603,9760,348,23936,14130091,3233,44.0359736,-75.7938128
13605,4777,4838,44518,209099378,2279,43.8072941,-76.0502854
13606,2716,2325,48389,91026778,1093,43.8725674,-76.0147211
13607,1822,1414,43119,46173096,1812,44.2985118,-75.9357356
13608,1719,854,48692,102578820,708,44.2546857,-75.6153395
13612,2852,707,42418,45983348,1197,43.9852366,-75.76937
13613,2726,1317,49909,215757308,1224,44.8706134,-74.750443
13614,357,1077,38233,23220973,171,44.5308918,-75.691167
13615,1271,128,N,9941600,520,44.0291033,-75.9885035
13616,1880,543,45487,14357373,815,44.0300782,-75.8575732
13617,11299,1051,44357,330709940,3836,44.5805311,-75.1427671
13618,1711,5863,54631,130439071,2414,44.1147661,-76.2909813
13619,10901,923,47554,282333950,4688,43.978952,-75.6009765
13620,2197,5440,49105,119857295,855,43.9087819,-75.4483247
13621,650,1101,55597,70465456,338,44.8336912,-75.0802721
13622,2432,254,40198,150678056,1478,44.0992341,-76.1093048
13623,49,1420,42333,1026859,91,44.4497855,-75.7524619
13624,5457,7,N,164245713,3582,44.2094804,-76.0930546
13625,1868,2549,54716,143347678,1151,44.5381013,-74.9283771
13626,2267,946,49145,257188888,1134,43.8300856,-75.7347738
13628,220,1081,49151,477227,99,44.0305415,-75.6823942
13630,1525,113,46568,124333981,596,44.4986187,-75.3115322
13633,345,790,46760,51297309,190,44.4974298,-75.4559931
13634,3984,120,43016,114377144,2220,44.0112897,-76.0736976
13635,1092,2228,49641,143939871,545,44.286726,-75.2807893
13636,282,575,38790,8304333,112,43.7434345,-76.1165468
13637,4491,178,51920,91224000,1832,44.1062015,-75.8183222
13638,378,2011,45111,3160012,164,44.0190717,-75.7416966
13639,243,164,N,50187297,129,44.2636761,-75.1505294
13640,271,98,41773,32011485,923,44.3035614,-76.0281027
13641,91,207,104913,799487,288,44.2738008,-76.003351
13642,10088,22,N,469003445,4159,44.3353883,-75.4558786
13643,19,4327,46900,93794,11,44.0318119,-75.7170945
13646,2211,0,-,278100662,2720,44.4460837,-75.6741931
13647,69,1212,47493,236491,32,44.6058753,-74.9805797
13648,2424,42,N,474747890,1640,44.1502165,-75.3179998
13650,1391,1150,48705,106864073,1536,43.8113103,-76.2160908
13651,127,821,94269,6343483,194,43.8661558,-76.1769616
13652,1815,88,121294,172157083,973,44.4326614,-75.186773
13654,2461,911,44954,172616477,1062,44.5771123,-75.4368479
13655,3512,1415,44996,52372449,1365,44.9820556,-74.6500843
13656,2861,1822,48513,220334088,1076,44.1922346,-75.9554863
13658,2357,1335,46899,203848065,985,44.7430828,-75.2793993
13659,593,1053,49736,147164928,416,43.7380047,-75.8633802
13660,1891,267,55702,139279933,776,44.7738684,-75.1609582
13661,1646,920,51516,119351259,1114,43.7096197,-76.0983964
13662,16582,747,55707,230103020,7608,44.9323335,-74.8840383
13664,399,9006,50273,2546420,250,44.5840133,-75.6454597
13665,882,175,48269,112287419,440,44.0484599,-75.4343659
13666,266,467,51661,101294633,184,44.2184854,-74.9260756
13667,3181,104,45062,128469111,1404,44.8372674,-74.9600972
13668,3329,1484,42746,95191348,1463,44.7549543,-74.9863135
13669,16452,1788,50077,264889919,7202,44.6727773,-75.4823422
13670,430,7376,54696,188239926,398,44.1673792,-75.1167346
13672,602,195,46120,322967505,675,44.470543,-74.6607062
13673,2249,467,43464,90398991,934,44.1642713,-75.717782
13674,126,1102,43329,1469719,54,43.7385605,-76.0481803
13675,160,84,N,2727097,59,44.281718,-75.8462856
13676,16646,55,N,413128662,5879,44.6549598,-74.9262224
13677,93,8166,56115,508885,34,44.5124285,-75.179673
13678,211,35,N,2033861,107,44.8137664,-74.9929182
13679,1853,103,N,161820590,1612,44.3198905,-75.7706045
13680,1244,1003,44253,91021450,505,44.5959884,-75.3233981
13681,897,764,85145,87534640,369,44.4280457,-75.3731328
13682,877,366,43594,81186315,361,43.8433105,-75.9018901
13684,1131,461,50177,408933727,737,44.3565955,-75.0131413
13685,2272,493,51083,52169184,1548,43.9254667,-76.085519
13687,479,1199,59687,348136526,676,44.4329637,-74.8366565
13690,846,256,51874,133748779,561,44.1083654,-74.9912031
13691,3176,398,44439,187061361,1709,44.2272201,-75.7738749
13692,27,1496,63933,706798,299,44.2887928,-76.0262918
13693,503,22,N,50147109,1117,43.9857465,-76.246105
13694,1507,226,47159,57885671,777,44.8576013,-75.1460181
13695,134,704,59026,44032191,180,44.1029291,-74.9222581
13696,87,59,41563,4823562,49,44.6947362,-74.8880423
13697,2281,14,N,169696612,993,44.754714,-74.8103471
13730,2805,1050,83228,126998136,1475,42.2232381,-75.5327201
13731,1162,1282,43325,232157250,1287,42.1284189,-74.7873701
13732,8153,500,40552,85342848,3291,42.049447,-76.1675353
13733,5216,4028,62679,234989100,2552,42.3017542,-75.4794808
13734,2287,2398,52782,93811937,952,42.0699549,-76.409653
13736,2338,1199,43341,157116315,987,42.3240837,-76.2020375
13739,953,1064,45097,104293437,642,42.3491241,-74.789149
13740,554,441,45222,102484359,507,42.2738143,-74.7569928
13743,3806,272,55665,152074160,1659,42.2118944,-76.338222
13744,1137,1871,56559,30009539,477,42.2434942,-75.907999
13746,2539,521,49075,71832143,1132,42.2689256,-75.8846671
13748,3800,1036,50608,34292998,1657,42.0425788,-75.8225209
13750,1092,2109,45908,69718236,640,42.4710143,-74.857921
13751,189,363,50692,5093557,84,42.4541929,-74.9028568
13752,782,103,N,125667120,646,42.1905566,-74.8970148
13753,5848,391,43510,242736845,2272,42.3069598,-74.9269147
13754,3310,2778,52244,206157848,2049,42.0884824,-75.4479623
13755,1228,1681,49713,148927403,937,42.0552438,-74.9669064
13756,613,600,40169,118825521,582,42.0040986,-75.1006703
13757,1045,220,36519,96343751,643,42.4106069,-74.8912286
13760,44264,490,52114,127378213,20765,42.1333865,-76.0847132
13774,201,22458,56532,7366066,131,41.9601292,-75.1493964
13775,1631,111,N,137491825,983,42.3279099,-75.1340166
13776,513,800,49354,14726344,274,42.470351,-75.3320492
13777,727,296,51168,15589127,299,42.2581663,-75.9895866
13778,5948,214,56684,250894158,2818,42.3592191,-75.7594964
13780,1045,2996,47238,57370528,560,42.4224855,-75.4765831
13782,755,372,52152,95072285,566,42.1696313,-74.9912935
13783,2670,376,40251,295976803,2113,41.9936624,-75.2660056
13784,172,1186,40795,1211396,79,42.4268782,-76.221343
13786,464,48,N,40161145,339,42.4409801,-74.6939409
13787,3629,212,41146,164825142,1642,42.2125331,-75.6719837
13788,991,1912,48838,91475557,656,42.3390323,-74.6657908
13790,19104,455,41166,75014148,9152,42.1653606,-76.001942
13794,105,9717,49775,1858219,47,42.3932357,-76.0137191
13795,3800,19,N,52719091,1618,42.0566384,-75.7789378
13796,1236,1952,47495,57779057,635,42.5571884,-75.1321293
13797,2250,716,46107,86238872,919,42.3336646,-76.0404014
13801,1398,1223,46242,177555383,977,42.5050845,-75.7769695
13802,718,612,39623,26042703,284,42.2421338,-76.041266
13803,3975,324,57071,232334083,1690,42.4568832,-76.0671236
13804,391,2052,51164,39369327,221,42.2257025,-75.3842201
